label,text,processed_text,encoded_label
ham,Tired. I haven't slept well the past few nights.,tired havent slept well past few night,0
ham,Easy ah?sen got selected means its good..,easy ahsen got selected mean good,0
ham,I have to take exam with march 3,take exam march <NUM>,0
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah should think can use gt atm now register not sure ther anyway can help let know when sure ready,0
ham,Ok no prob. Take ur time.,ok no prob take ur time,0
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,there os called ubandu will run without install hard diskyou can use os copy important fil system give repair shop,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh course noth happen lar not say v romantic jus bit on lor thk e nite scenery not so nice leh,0
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",<NUM> new mobil <NUM> must go txt nokia no <NUM> collect your todayfrom on å<NUM> www<NUM>tcbiz <NUM>optout <NUM><NUM>gbpmtmsg<NUM>,1
ham,Would really appreciate if you call me. Just need someone to talk to.,would real appreciate call just need someone talk,0
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",will u meet ur dream partner soon ur career <NUM> flyng start <NUM> find free txt horo followed ur star sign e g horo ari,1
ham,Hey company elama po mudyadhu.,hey company elama po mudyadhu,0
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",life more strict than teacher bcoz teacher teach lesson amp then conduct exam life first conduct exam amp then teach lesson happy morn,0
ham,Dear good morning now only i am up,dear good morn now on up,0
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get down gandhipuram walk cross cut road right side ltgt street road turn first right,0
ham,Dear we are going to our rubber place,dear go rubber place,0
ham,"Sorry battery died, yeah I'm here",sorry battery died yeah im here,0
ham,Yes:)here tv is always available in work place..,yeshere tv alway available work place,0
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text meet someone sexy today u can find date even flirt up u join <NUM> just <NUM>p rep name age eg sam <NUM> <NUM> msg recdthirtyeight pence,1
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,printed oh so ltgt come upstair,0
ham,Or ill be a little closer like at the bus stop on the same street,ill little closer like bus stop same street,0
ham,Where are you?when wil you reach here?,where youwhen wil reach here,0
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument win d situation los person so dont argue ur friend just kick amp say im alway correct,0
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u <NUM> secret admirer look <NUM> make contact ufind rreveal think ur so specialcall <NUM>,1
ham,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hear laptop case so cant,0
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel v avent done sportsx,0
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay no no just shin meant sign sound better,0
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although told u dat im into baig face watch now real like e watch u gave cos fr u thanx <NUM> everyth dat uve done today im touched,0
ham,U don't remember that old commercial?,u dont remember old commercial,0
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,too late said website didnt dont slipper,0
ham,I asked you to call him now ok,asked call now ok,0
ham,Kallis wont bat in 2nd innings.,kalli wont bat <NUM>nd inning,0
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,didnt work again oh ok goodnight then ill fix ready time wake up very dear missed good night sleep,0
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulation ur awarded <NUM> cd voucher <NUM>gift guaranteed free entry <NUM> <NUM> wk draw txt music <NUM> tnc wwwldewcom<NUM>win<NUM>ppmx<NUM>age<NUM>,1
ham,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak <NUM>min hold,0
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcum angry wid u dnt take serious coz be angry d most childish n true way show deep affection care n luv kettoda manda nice day da,0
ham,What you doing?how are you?,doinghow,0
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ups <NUM>day also shipp company tak <NUM>wk other way usp tak week when get lag may bribe nipost get stuff,0
ham,"I'm back, lemme know when you're ready",im back lemme know when youre ready,0
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,dont necessari expect done before get back though im just now headin,0
ham,Mmm so yummy babe ... Nice jolt to the suzy,mmm so yummy babe nice jolt suzy,0
ham,Where are you lover ? I need you ...,where lover need,0
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tried contact re rep offer video handset <NUM> anytime network min unlimited text camcorder rep call <NUM> now,1
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,iûm parked next mini when com today think,0
ham,Yup,yup,0
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway im go shopp own now cos sis not done yet dun disturb u liao,0
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,no luton <NUM> ring ur around h,0
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey real horny want chat see naked text hot <NUM> text charged <NUM>pm unsubscribe text stop <NUM>,1
ham,Why you Dint come with us.,why dint come us,0
ham,Same. Wana plan a trip sometme then,same wana plan trip sometme then,0
ham,"Not sure yet, still trying to get a hold of him",not sure yet still try get hold,0
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service changed <NUM> free credit go club<NUM>mobilescom choose content now stop txt club stop <NUM> <NUM>pwk club<NUM> po box<NUM> mk<NUM> <NUM>wt,1
ham,The evo. I just had to download flash. Jealous?,evo just download flash jealou,0
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club get uk singl chart mobile each week choose any top quality ringtone message free charge,1
ham,"Come to mu, we're sorting out our narcotics situation",come mu sort narcotic situation,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night ended another day morn come special way may smile like sunny ray leav worri blue blue bay,0
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonu special <NUM> pound genuine hmv voucher won just answer <NUM> easy question play now send hmv <NUM> more infowww<NUM>percentrealcom,1
ham,"Usf I guess, might as well take 1 car",usf guess might well take <NUM> car,0
ham,No objection. My bf not coming.,no objection bf not com,0
ham,Thanx...,thanx,0
ham,Tell rob to mack his gf in the theater,tell rob mack gf theater,0
ham,"Awesome, I'll see you in a bit",awesome ill see bit,0
ham,Just sent it. So what type of food do you like?,just sent so type food like,0
ham,All done? All handed in? Celebrations in full swing yet?,all done all handed celebration full sw yet,0
ham,You got called a tool?,got called tool,0
ham,\Wen u miss someone,wen u miss someone,0
ham,Ok. I asked for money how far,ok asked money how far,0
ham,Okie...,okie,0
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy still passed last night get ahold anybody let know ill throw down,0
ham,"K, I might come by tonight then if my class lets out early",k might come tonight then class let ear,0
ham,Ok..,ok,0
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby im cruisin girl friend r u up <NUM> give call hour home that alright fone fone now love jenny xxx,0
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life mean lot not love life love people life world call friend call world ge,0
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dearshall mail tonitebusy streetshall update tonitething look okvarunnathu edukkukayee raksha ollubut good one real sense,0
ham,Hey you told your name to gautham ah?,hey told name gautham ah,0
ham,Haf u found him? I feel so stupid da v cam was working.,haf u found feel so stupid da v cam work,0
ham,Oops. 4 got that bit.,oop <NUM> got bit,0
ham,Are you this much buzy,much buzy,0
ham,I accidentally deleted the message. Resend please.,accidental deleted message resend please,0
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,tmobile customer may now claim free camera phone upgrade pay go sim card loyalty call <NUM> <NUM> <NUM>offer end <NUM>thfebtc app,1
